campaign_name,start_date,end_date,budget,roi,type,target_audience,channel,conversion_rate,revenue,duracionCampaña,roiAjustado,eficienciaCosto,estacionesInicio,mesInicio,roiDiario
optional uniform projection,2023-07-31,2024-03-23,13418.23,0.64,podcast,B2B,referral,0.94,160381.96,236.0,-235.36,146963.72999999998,3.0,July,0.002711864406779661
universal regional open architecture,2022-10-22,2024-07-15,78420.98,0.35,podcast,B2C,promotion,0.78,723243.77,632.0,-631.65,644822.79,4.0,October,0.0005537974683544303
quality-focused regional database,2023-03-06,2023-08-26,47487.19,0.76,podcast,B2B,organic,0.71,714495.43,173.0,-172.24,667008.24,1.0,March,0.004393063583815029
enhanced neutral encryption,2023-05-25,2024-02-10,44782.56,0.33,podcast,B2C,referral,0.46,561816.86,261.0,-260.67,517034.3,2.0,May,0.0012643678160919542
secured stable process improvement,2023-05-28,2024-01-09,93037.93,0.45,podcast,B2B,referral,0.52,669136.1,226.0,-225.55,576098.1699999999,2.0,May,0.001991150442477876
multi-channeled 24/7 implementation,2023-04-09,2024-05-03,4888.71,0.98,email,B2C,referral,0.76,386978.7,390.0,-389.02,382089.99,2.0,April,0.002512820512820513
operative intermediate alliance,2022-09-17,2023-11-12,2523.19,0.9,webinar,B2B,promotion,0.69,781037.44,421.0,-420.1,778514.25,3.0,September,0.002137767220902613
synergistic asymmetric task-force,2023-07-17,2023-12-14,26419.1,0.35,podcast,B2C,referral,0.29,64408.3,150.0,-149.65,37989.200000000004,3.0,July,0.002333333333333333
self-enabling 3rdgeneration migration,2022-08-30,2024-04-12,70705.99,0.51,podcast,B2B,organic,0.44,859502.9,591.0,-590.49,788796.91,3.0,August,0.0008629441624365482
decentralized multimedia open architecture,2023-04-25,2024-07-24,49206.43,0.15,webinar,B2B,promotion,0.18,33048.36,456.0,-455.85,-16158.07,2.0,April,0.0003289473684210526
optional responsive approach,2023-06-23,2023-08-15,96511.42,0.0,email,B2C,referral,0.4,526682.95,53.0,-53.0,430171.52999999997,2.0,June,0.0
programmable fault-tolerant intranet,2022-10-01,2024-02-17,47198.52,0.8,email,B2B,paid,0.0,294588.36,504.0,-503.2,247389.84,4.0,October,0.0015873015873015873
multi-tiered stable focus group,2023-05-07,2024-07-03,36050.73,0.58,email,B2B,paid,0.88,529761.7,423.0,-422.42,493710.97,2.0,May,0.001371158392434988
diverse even-keeled customer loyalty,2023-05-03,2023-09-21,92591.26,0.56,webinar,B2B,organic,0.75,416169.0,141.0,-140.44,323577.74,2.0,May,0.003971631205673759
inverse neutral strategy,2023-07-28,2023-08-19,21426.33,0.91,email,B2C,referral,0.21,198577.84,22.0,-21.09,177151.51,3.0,July,0.041363636363636366
intuitive foreground access,2023-06-12,2023-12-05,43491.12,0.13,podcast,B2B,paid,0.49,242866.77,176.0,-175.87,199375.65,2.0,June,0.0007386363636363636
universal 24/7 strategy,2022-12-18,2023-12-22,85026.27,0.17,webinar,B2C,paid,0.78,37752.49,369.0,-368.83,-47273.780000000006,4.0,December,0.0004607046070460705
managed well-modulated artificial intelligence,2023-04-07,2024-07-27,70113.41,0.66,webinar,B2B,organic,0.15,576877.42,477.0,-476.34,506764.01,2.0,April,0.0013836477987421384
inverse dynamic flexibility,2023-07-26,2024-06-17,19497.93,0.98,email,B2B,organic,0.44,554696.15,327.0,-326.02,535198.22,3.0,July,0.0029969418960244646
optional context-sensitive standardization,2023-02-25,2024-03-06,68805.2,0.17,webinar,B2C,organic,0.43,832986.82,375.0,-374.83,764181.62,1.0,February,0.00045333333333333337
organized fault-tolerant forecast,2023-01-29,2023-12-20,86544.19,0.61,email,B2C,paid,0.89,470646.48,325.0,-324.39,384102.29,1.0,January,0.0018769230769230768
multi-layered neutral capacity,2023-02-26,2024-01-31,55609.69,0.78,webinar,B2C,promotion,0.35,338956.86,339.0,-338.22,283347.17,1.0,February,0.0023008849557522126
re-engineered 6thgeneration access,2022-09-20,2023-10-06,46919.95,0.5,podcast,B2C,promotion,0.72,482058.25,381.0,-380.5,435138.3,3.0,September,0.0013123359580052493
inverse context-sensitive middleware,2023-06-18,2023-08-06,12991.78,0.91,social media,B2B,referral,0.81,50038.34,49.0,-48.09,37046.56,2.0,June,0.018571428571428572
multi-lateral cohesive access,2022-12-12,2023-10-09,88842.63,0.32,webinar,B2C,paid,0.97,743450.84,301.0,-300.68,654608.21,4.0,December,0.00106312292358804
seamless asymmetric core,2023-03-02,2023-08-24,88036.35,0.55,email,B2C,paid,0.96,372199.48,175.0,-174.45,284163.13,1.0,March,0.003142857142857143
automated tangible frame,2022-12-17,2024-01-19,90591.66,0.68,podcast,B2B,promotion,0.54,701988.4,398.0,-397.32,611396.74,4.0,December,0.0017085427135678393
centralized modular graphical user interface,2023-05-13,2024-04-11,90434.18,0.53,email,B2C,paid,0.48,298831.91,334.0,-333.47,208397.72999999998,2.0,May,0.0015868263473053893
organic actuating firmware,2023-07-07,2023-10-03,38665.1,0.14,email,B2B,paid,0.29,74042.78,88.0,-87.86,35377.68,3.0,July,0.001590909090909091
organized demand-driven parallelism,2022-10-17,2024-06-09,21791.46,0.82,webinar,B2B,promotion,0.87,933125.94,601.0,-600.18,911334.48,4.0,October,0.0013643926788685524
enterprise-wide intangible concept,2022-11-16,2023-08-26,56663.23,0.66,social media,B2B,referral,0.0,974349.5,283.0,-282.34,917686.27,4.0,November,0.0023321554770318023
re-contextualized 24/7 policy,2023-05-19,2023-09-12,5057.31,0.31,webinar,B2C,paid,0.89,725945.11,116.0,-115.69,720887.7999999999,2.0,May,0.002672413793103448
virtual client-driven benchmark,2023-05-09,2024-02-02,77036.39,0.78,webinar,B2B,paid,0.95,250572.82,269.0,-268.22,173536.43,2.0,May,0.0028996282527881043
digitized value-added access,2023-05-03,2023-12-21,37988.85,0.48,podcast,B2C,promotion,0.34,805684.2,232.0,-231.52,767695.35,2.0,May,0.0020689655172413794
streamlined bifurcated extranet,2022-09-28,2024-06-06,36751.1,0.74,webinar,B2B,promotion,0.47,51103.46,617.0,-616.26,14352.36,3.0,September,0.00119935170178282
re-engineered heuristic conglomeration,2022-11-13,2024-01-25,49256.5,0.17,podcast,B2C,paid,0.87,311979.25,438.0,-437.83,262722.75,4.0,November,0.00038812785388127856
adaptive empowering contingency,2023-03-27,2024-03-04,31145.23,0.54,webinar,B2B,referral,0.8,34167.86,343.0,-342.46,3022.630000000001,1.0,March,0.0015743440233236153
balanced national firmware,2022-08-31,2023-11-17,41188.16,0.9,social media,B2B,referral,0.68,811151.68,443.0,-442.1,769963.52,3.0,August,0.0020316027088036117
re-engineered neutral concept,2022-10-18,2024-01-13,41672.13,0.57,social media,B2C,promotion,0.2,262019.8,452.0,-451.43,220347.66999999998,4.0,October,0.0012610619469026548
user-friendly encompassing functionalities,2023-02-03,2024-07-18,80301.86,0.43,podcast,B2B,promotion,0.73,77385.32,531.0,-530.57,-2916.5399999999936,1.0,February,0.0008097928436911488
enhanced bifurcated solution,2022-10-30,2023-09-09,10618.97,0.87,webinar,B2B,promotion,0.92,704819.76,314.0,-313.13,694200.79,4.0,October,0.0027707006369426753
monitored regional complexity,2022-11-02,2023-11-20,76690.16,0.39,webinar,B2B,paid,0.56,227037.77,383.0,-382.61,150347.61,4.0,November,0.0010182767624020888
persistent incremental neural-net,2022-08-15,2024-05-06,43349.83,0.34,podcast,B2C,paid,0.68,255076.72,630.0,-629.66,211726.89,3.0,August,0.0005396825396825397
cross-platform client-server circuit,2023-04-19,2024-02-22,67118.97,0.9,webinar,B2B,promotion,0.53,382745.39,309.0,-308.1,315626.42000000004,2.0,April,0.002912621359223301
customizable clear-thinking adapter,2023-07-22,2024-04-30,74856.71,0.43,podcast,B2B,referral,0.99,266833.31,283.0,-282.57,191976.59999999998,3.0,July,0.001519434628975265
up-sized multi-state database,2023-06-17,2024-02-08,99343.38,0.6,podcast,B2B,paid,0.96,466268.52,236.0,-235.4,366925.14,2.0,June,0.002542372881355932
object-based didactic intranet,2023-07-21,2024-06-17,6430.7,0.64,social media,B2B,paid,0.46,986258.1,332.0,-331.36,979827.4,3.0,July,0.001927710843373494
multi-lateral tangible framework,2022-10-05,2023-10-03,99248.28,0.31,social media,B2B,organic,0.32,541733.65,363.0,-362.69,442485.37,4.0,October,0.0008539944903581267
profound multimedia framework,2022-11-04,2024-05-28,7954.2,0.98,webinar,B2B,paid,0.81,604761.26,571.0,-570.02,596807.06,4.0,November,0.0017162872154115585
object-based intermediate attitude,2022-11-05,2024-02-17,2698.11,0.56,social media,B2B,paid,0.17,876092.32,469.0,-468.44,873394.21,4.0,November,0.0011940298507462687
horizontal maximized moderator,2023-01-15,2024-05-03,57491.61,0.15,webinar,B2C,promotion,0.86,220710.44,474.0,-473.85,163218.83000000002,1.0,January,0.00031645569620253165
innovative intangible complexity,2022-09-03,2024-03-04,19992.62,0.46,social media,B2C,referral,0.62,910901.4,548.0,-547.54,890908.78,3.0,September,0.0008394160583941607
compatible 6thgeneration portal,2023-07-06,2024-07-11,40419.75,0.3,webinar,B2B,organic,0.76,478886.94,371.0,-370.7,438467.19,3.0,July,0.0008086253369272237
de-engineered foreground attitude,2023-02-06,2024-04-02,75267.4,0.16,social media,B2B,referral,0.49,845286.27,421.0,-420.84,770018.87,1.0,February,0.0003800475059382423
public-key directional orchestration,2023-02-26,2024-04-14,52485.67,0.18,email,B2C,paid,0.65,593541.4,413.0,-412.82,541055.73,1.0,February,0.00043583535108958837
optimized content-based matrix,2023-01-17,2024-01-22,33107.4,0.79,social media,B2C,paid,0.1,796971.65,370.0,-369.21,763864.25,1.0,January,0.002135135135135135
de-engineered bandwidth-monitored solution,2023-03-05,2023-12-23,53505.82,0.75,email,B2B,paid,0.62,833607.67,293.0,-292.25,780101.8500000001,1.0,March,0.002559726962457338
horizontal asymmetric contingency,2022-09-16,2024-05-08,99714.19,0.23,email,B2C,referral,0.7,7622.28,600.0,-599.77,-92091.91,3.0,September,0.00038333333333333334
grass-roots non-volatile hub,2022-11-28,2024-05-11,91458.81,0.86,podcast,B2B,promotion,0.84,679885.89,530.0,-529.14,588427.0800000001,4.0,November,0.0016226415094339622
reverse-engineered attitude-oriented task-force,2023-03-12,2024-07-28,82832.93,0.73,social media,B2B,organic,0.99,974376.54,504.0,-503.27,891543.6100000001,1.0,March,0.0014484126984126984
synergized mission-critical conglomeration,2023-07-22,2024-03-23,84628.79,0.38,webinar,B2B,organic,0.18,27207.72,245.0,-244.62,-57421.06999999999,3.0,July,0.0015510204081632653
configurable transitional data-warehouse,2023-05-08,2024-03-22,64944.48,0.4,email,B2B,referral,0.98,881173.83,319.0,-318.6,816229.35,2.0,May,0.0012539184952978057
ergonomic global project,2023-05-12,2024-06-04,78379.56,0.85,webinar,B2B,promotion,0.29,152577.96,389.0,-388.15,74198.4,2.0,May,0.002185089974293059
sharable 24/7 graphic interface,2023-05-09,2024-05-13,24433.75,0.41,social media,B2B,referral,0.23,184897.69,370.0,-369.59,160463.94,2.0,May,0.001108108108108108
progressive directional secured line,2022-12-27,2024-01-18,74898.2,0.21,webinar,B2B,referral,0.79,462470.31,387.0,-386.79,387572.11,4.0,December,0.0005426356589147286
compatible tertiary alliance,2022-08-09,2024-07-02,3934.75,0.2,webinar,B2B,promotion,0.25,89250.13,693.0,-692.8,85315.38,3.0,August,0.0002886002886002886
face-to-face 6thgeneration methodology,2023-06-22,2024-06-02,64308.7,0.79,webinar,B2B,referral,0.85,834244.46,346.0,-345.21,769935.76,2.0,June,0.0022832369942196533
customer-focused asymmetric workforce,2023-05-24,2024-01-23,76873.7,0.26,social media,B2C,paid,0.16,975307.6,244.0,-243.74,898433.9,2.0,May,0.0010655737704918034
profound reciprocal forecast,2022-11-20,2024-05-16,76690.9,0.81,social media,B2C,paid,0.71,733753.88,543.0,-542.19,657062.98,4.0,November,0.0014917127071823206
de-engineered high-level functionalities,2023-03-20,2023-12-16,53478.93,0.23,podcast,B2C,referral,0.45,985115.73,271.0,-270.77,931636.7999999999,1.0,March,0.0008487084870848709
reverse-engineered upward-trending core,2023-07-07,2023-09-23,41516.78,0.41,social media,B2B,organic,0.23,272303.25,78.0,-77.59,230786.47,3.0,July,0.005256410256410256
future-proofed zero administration attitude,2022-11-16,2024-06-22,69169.4,0.4,webinar,B2C,organic,0.11,218950.95,584.0,-583.6,149781.55000000002,4.0,November,0.0006849315068493151
mandatory intermediate neural-net,2022-12-22,2024-06-20,95593.18,0.26,social media,B2B,organic,0.76,904158.64,546.0,-545.74,808565.46,4.0,December,0.0004761904761904762
team-oriented discrete benchmark,2023-03-16,2023-08-05,2970.45,0.71,webinar,B2C,promotion,0.19,712043.2,142.0,-141.29,709072.75,1.0,March,0.005
cloned scalable frame,2022-12-30,2023-08-18,4839.55,0.67,webinar,B2B,promotion,0.0,250403.29,231.0,-230.33,245563.74000000002,4.0,December,0.0029004329004329006
profit-focused 5thgeneration standardization,2023-01-03,2024-06-06,70530.3,0.52,email,B2C,promotion,0.81,770120.35,520.0,-519.48,699590.0499999999,1.0,January,0.001
distributed asymmetric frame,2023-04-15,2024-03-28,78889.49,0.74,podcast,B2C,paid,0.12,845440.9,348.0,-347.26,766551.41,2.0,April,0.0021264367816091955
vision-oriented 4thgeneration groupware,2023-03-03,2024-02-28,76029.54,0.3,podcast,B2B,organic,0.26,267482.0,362.0,-361.7,191452.46000000002,1.0,March,0.0008287292817679558
persistent methodical graphical user interface,2022-09-11,2024-05-11,37369.74,0.85,webinar,B2C,organic,0.24,669953.74,608.0,-607.15,632584.0,3.0,September,0.0013980263157894737
integrated didactic circuit,2022-09-15,2024-05-02,43026.77,0.46,podcast,B2C,referral,0.92,248301.18,595.0,-594.54,205274.41,3.0,September,0.000773109243697479
expanded system-worthy collaboration,2022-12-16,2024-02-01,86687.38,0.32,email,B2B,referral,0.46,294566.58,412.0,-411.68,207879.2,4.0,December,0.0007766990291262136
grass-roots client-server middleware,2023-01-04,2023-11-10,41458.15,0.97,email,B2B,paid,0.21,924885.11,310.0,-309.03,883426.96,1.0,January,0.003129032258064516
universal systemic utilization,2023-05-22,2023-10-16,78294.27,0.33,webinar,B2B,paid,0.57,643279.88,147.0,-146.67,564985.61,2.0,May,0.0022448979591836735
expanded system-worthy flexibility,2022-10-22,2024-06-22,61204.36,0.4,social media,B2B,promotion,0.8,235658.56,609.0,-608.6,174454.2,4.0,October,0.0006568144499178982
customizable homogeneous policy,2023-03-29,2024-03-27,75087.14,0.29,social media,B2C,referral,0.2,464001.7,364.0,-363.71,388914.56,1.0,March,0.0007967032967032966
visionary local paradigm,2023-02-13,2023-09-06,87595.32,0.36,podcast,B2C,paid,0.8,194771.92,205.0,-204.64,107176.6,1.0,February,0.0017560975609756098
persevering 24/7 complexity,2023-01-22,2023-11-21,31000.36,0.4,email,B2C,promotion,0.28,387283.38,303.0,-302.6,356283.02,1.0,January,0.0013201320132013201
visionary multimedia synergy,2023-01-19,2024-01-14,25100.93,0.77,webinar,B2B,paid,0.17,267820.25,360.0,-359.23,242719.32,1.0,January,0.002138888888888889
automated radical access,2023-02-25,2023-10-05,40413.87,0.23,webinar,B2B,organic,0.4,95705.91,222.0,-221.77,55292.04,1.0,February,0.001036036036036036
inverse transitional artificial intelligence,2023-06-02,2023-11-26,2667.65,0.29,podcast,B2B,referral,0.1,861573.13,177.0,-176.71,858905.48,2.0,June,0.001638418079096045
down-sized modular conglomeration,2023-01-16,2023-08-13,15210.7,0.16,podcast,B2C,paid,0.79,374169.78,209.0,-208.84,358959.08,1.0,January,0.0007655502392344498
robust next generation protocol,2022-10-21,2024-03-12,55331.1,0.14,webinar,B2C,paid,0.22,353720.66,508.0,-507.86,298389.56,4.0,October,0.00027559055118110237
innovative exuding toolset,2023-01-24,2023-12-28,86461.82,0.2,social media,B2C,organic,0.52,819254.95,338.0,-337.8,732793.1299999999,1.0,January,0.000591715976331361
streamlined holistic toolset,2023-02-23,2024-03-15,82520.55,0.64,webinar,B2B,paid,0.43,822593.79,386.0,-385.36,740073.24,1.0,February,0.0016580310880829016
managed global capacity,2023-05-13,2024-03-05,14593.14,0.87,social media,B2C,paid,0.28,771828.11,297.0,-296.13,757234.97,2.0,May,0.002929292929292929
phased systematic interface,2023-02-05,2024-05-18,3083.5,0.42,social media,B2C,paid,0.13,494155.17,468.0,-467.58,491071.67,1.0,February,0.0008974358974358974
persistent methodical info-mediaries,2022-08-09,2023-10-12,67207.89,0.41,email,B2C,promotion,0.74,670908.37,429.0,-428.59,603700.48,3.0,August,0.0009557109557109556
up-sized maximized capability,2023-05-11,2024-05-06,57934.37,0.93,social media,B2B,promotion,0.28,805755.38,361.0,-360.07,747821.01,2.0,May,0.00257617728531856
distributed scalable moratorium,2022-08-07,2024-06-25,21399.83,0.87,social media,B2B,promotion,0.89,204659.89,688.0,-687.13,183260.06,3.0,August,0.0012645348837209303
inverse stable process improvement,2023-06-25,2024-04-22,43101.14,0.78,webinar,B2C,paid,0.81,470664.64,302.0,-301.22,427563.5,2.0,June,0.0025827814569536426
multi-tiered high-level protocol,2022-12-28,2023-10-19,44514.72,0.89,podcast,B2C,paid,0.97,402165.58,295.0,-294.11,357650.86,4.0,December,0.003016949152542373
synergized 6thgeneration interface,2023-04-22,2024-06-14,23901.39,0.9,email,B2C,referral,0.25,918190.34,419.0,-418.1,894288.95,2.0,April,0.0021479713603818618
seamless attitude-oriented architecture,2022-09-07,2023-11-20,67575.94,0.1,email,B2B,organic,0.51,990939.91,439.0,-438.9,923363.97,3.0,September,0.00022779043280182233
centralized zero tolerance infrastructure,2023-03-11,2023-11-06,86627.2,0.13,webinar,B2B,promotion,0.21,446384.91,240.0,-239.87,359757.70999999996,1.0,March,0.0005416666666666666
focused motivating strategy,2023-07-31,2023-11-01,44640.33,0.79,social media,B2C,organic,0.69,935541.35,93.0,-92.21,890901.02,3.0,July,0.00849462365591398
function-based leadingedge budgetary management,2022-12-16,2023-08-23,64755.7,0.63,webinar,B2B,referral,0.2,996493.1,250.0,-249.37,931737.4,4.0,December,0.00252
right-sized next generation solution,2022-09-27,2024-03-26,95256.19,0.54,podcast,B2C,referral,0.65,84562.94,546.0,-545.46,-10693.25,3.0,September,0.000989010989010989
assimilated local framework,2023-01-07,2024-06-05,82461.13,0.55,social media,B2B,organic,0.8,285843.42,515.0,-514.45,203382.28999999998,1.0,January,0.0010679611650485437
enterprise-wide bottom-line superstructure,2023-04-24,2023-10-10,1407.21,0.72,webinar,B2B,promotion,0.57,112057.31,169.0,-168.28,110650.09999999999,2.0,April,0.004260355029585799
triple-buffered bi-directional extranet,2023-07-05,2023-11-02,26990.81,0.81,email,B2C,referral,0.75,228421.55,120.0,-119.19,201430.74,3.0,July,0.006750000000000001
down-sized systemic open architecture,2022-11-14,2024-02-25,43113.83,0.35,webinar,B2B,organic,0.33,317940.22,468.0,-467.65,274826.38999999996,4.0,November,0.0007478632478632478
optional composite secured line,2023-06-05,2024-02-13,99250.38,0.78,webinar,B2B,referral,0.37,149879.61,253.0,-252.22,50629.22999999998,2.0,June,0.00308300395256917
self-enabling non-volatile core,2023-07-28,2024-03-16,3884.46,0.44,podcast,B2B,organic,0.86,637965.2,232.0,-231.56,634080.74,3.0,July,0.001896551724137931
multi-tiered context-sensitive hub,2023-06-20,2024-05-24,1380.68,0.46,podcast,B2C,promotion,0.84,159621.36,339.0,-338.54,158240.68,2.0,June,0.0013569321533923305
optimized 4thgeneration hub,2023-04-02,2024-06-28,36530.3,0.16,podcast,B2C,referral,0.13,467146.31,453.0,-452.84,430616.01,2.0,April,0.0003532008830022075
re-engineered methodical methodology,2023-06-02,2024-07-05,86154.71,0.96,social media,B2B,paid,0.8,967152.2,399.0,-398.04,880997.49,2.0,June,0.002406015037593985
sharable cohesive focus group,2022-08-27,2023-11-03,88536.97,0.39,email,B2B,paid,0.92,229463.61,433.0,-432.61,140926.63999999998,3.0,August,0.0009006928406466513
mandatory multi-tasking hardware,2022-09-08,2023-12-27,35256.99,0.2,email,B2B,organic,0.7,590224.33,475.0,-474.8,554967.34,3.0,September,0.0004210526315789474
user-friendly radical conglomeration,2022-11-02,2024-07-17,61599.99,0.86,webinar,B2C,organic,0.93,395935.5,623.0,-622.14,334335.51,4.0,November,0.0013804173354735152
ameliorated attitude-oriented flexibility,2022-10-11,2024-06-15,75404.87,0.5,email,B2C,referral,0.55,132316.32,613.0,-612.5,56911.45000000001,4.0,October,0.0008156606851549756
visionary methodical workforce,2023-01-27,2024-03-25,36063.47,0.28,podcast,B2C,promotion,0.67,731497.44,423.0,-422.72,695433.97,1.0,January,0.0006619385342789599
future-proofed 4thgeneration core,2022-11-07,2024-04-07,17378.68,0.99,podcast,B2B,referral,0.88,746880.8,517.0,-516.01,729502.12,4.0,November,0.0019148936170212765
networked system-worthy solution,2023-04-28,2024-02-22,70575.1,0.55,social media,B2B,paid,0.62,169122.94,300.0,-299.45,98547.84,2.0,April,0.0018333333333333335
cross-group zero administration model,2023-01-23,2023-10-09,75677.68,0.97,social media,B2B,paid,0.16,601591.49,259.0,-258.03,525913.81,1.0,January,0.0037451737451737453
organized static alliance,2023-01-23,2023-10-04,20309.3,0.35,webinar,B2B,promotion,0.84,854903.83,254.0,-253.65,834594.5299999999,1.0,January,0.0013779527559055118
face-to-face scalable definition,2023-06-13,2024-04-26,76484.11,0.88,podcast,B2B,paid,0.41,24367.21,318.0,-317.12,-52116.9,2.0,June,0.002767295597484277
programmable tertiary installation,2022-11-22,2024-04-17,20983.45,0.22,webinar,B2C,promotion,0.94,714628.56,512.0,-511.78,693645.1100000001,4.0,November,0.0004296875
reverse-engineered multi-state standardization,2022-09-05,2023-10-10,23498.46,0.12,podcast,B2C,organic,0.32,659782.2,400.0,-399.88,636283.74,3.0,September,0.0003
versatile systemic matrices,2023-03-18,2023-11-03,40761.62,0.75,email,B2B,referral,0.74,549518.67,230.0,-229.25,508757.05000000005,1.0,March,0.003260869565217391
polarized client-driven moratorium,2023-01-25,2023-08-16,50624.24,0.13,webinar,B2C,referral,0.58,14079.6,203.0,-202.87,-36544.64,1.0,January,0.0006403940886699508
implemented neutral algorithm,2023-05-31,2024-05-04,29528.87,0.19,podcast,B2C,promotion,0.78,550470.56,339.0,-338.81,520941.69000000006,2.0,May,0.00056047197640118
enterprise-wide impactful installation,2023-07-26,2024-02-23,71620.59,0.23,email,B2C,referral,0.38,872243.42,212.0,-211.77,800622.8300000001,3.0,July,0.0010849056603773586
managed regional process improvement,2023-06-14,2023-09-19,65007.53,0.7,email,B2B,promotion,0.99,429137.69,97.0,-96.3,364130.16000000003,2.0,June,0.007216494845360824
vision-oriented incremental website,2023-02-28,2024-04-26,88865.19,0.67,email,B2B,referral,0.4,379377.93,423.0,-422.33,290512.74,1.0,February,0.0015839243498817967
compatible global graphical user interface,2023-07-05,2024-05-05,29838.85,0.79,webinar,B2C,paid,0.4,723242.82,305.0,-304.21,693403.97,3.0,July,0.0025901639344262295
up-sized web-enabled flexibility,2022-09-24,2024-06-08,82727.29,0.91,podcast,B2B,organic,0.21,804001.71,623.0,-622.09,721274.4199999999,3.0,September,0.0014606741573033708
user-centric intermediate website,2023-03-04,2023-11-09,40776.29,0.64,email,B2C,promotion,0.2,833389.82,250.0,-249.36,792613.5299999999,1.0,March,0.00256
multi-tiered asynchronous model,2022-08-26,2024-01-03,28192.89,0.33,social media,B2C,organic,0.1,892332.18,495.0,-494.67,864139.29,3.0,August,0.0006666666666666666
function-based homogeneous productivity,2022-10-28,2024-05-04,11711.34,0.26,social media,B2B,organic,0.26,975549.34,554.0,-553.74,963838.0,4.0,October,0.0004693140794223827
persevering tertiary solution,2022-12-24,2023-12-07,46790.73,0.3,social media,B2C,promotion,0.79,808758.89,348.0,-347.7,761968.16,4.0,December,0.0008620689655172414
expanded 3rdgeneration synergy,2022-10-08,2024-07-09,43946.75,0.14,email,B2B,paid,0.0,739069.46,640.0,-639.86,695122.71,4.0,October,0.00021875000000000003
stand-alone web-enabled array,2022-09-10,2023-11-24,49546.42,0.62,social media,B2C,organic,0.26,837766.38,440.0,-439.38,788219.96,3.0,September,0.001409090909090909
reverse-engineered stable approach,2022-08-14,2024-01-05,9472.45,0.5,podcast,B2B,paid,0.77,695134.9,509.0,-508.5,685662.4500000001,3.0,August,0.0009823182711198428
streamlined homogeneous emulation,2022-08-22,2023-11-17,41792.48,0.83,podcast,B2C,promotion,0.28,760400.54,452.0,-451.17,718608.06,3.0,August,0.0018362831858407078
face-to-face multi-tasking flexibility,2023-06-07,2023-10-23,92997.45,0.94,podcast,B2B,referral,0.51,779020.93,138.0,-137.06,686023.4800000001,2.0,June,0.00681159420289855
cross-group bandwidth-monitored algorithm,2023-04-18,2024-02-06,92913.24,0.16,podcast,B2C,paid,0.63,332706.37,294.0,-293.84,239793.13,2.0,April,0.0005442176870748299
cross-platform empowering protocol,2022-10-13,2024-02-05,15036.97,0.72,social media,B2B,referral,0.66,408446.72,480.0,-479.28,393409.75,4.0,October,0.0015
robust maximized graphic interface,2022-09-17,2024-07-31,95291.59,0.3,social media,B2B,organic,0.27,804844.5,683.0,-682.7,709552.91,3.0,September,0.0004392386530014641
reduced solution-oriented local area network,2022-10-18,2024-02-07,29617.85,0.94,podcast,B2B,paid,0.7,502557.55,477.0,-476.06,472939.7,4.0,October,0.001970649895178197
grass-roots multimedia hub,2022-08-07,2024-03-11,8752.77,0.21,email,B2C,paid,0.2,877263.89,582.0,-581.79,868511.12,3.0,August,0.00036082474226804123
inverse dedicated process improvement,2023-01-14,2023-12-20,41771.2,0.86,webinar,B2C,organic,0.7,888385.22,340.0,-339.14,846614.02,1.0,January,0.0025294117647058825
networked impactful complexity,2022-11-13,2023-12-17,53289.5,0.63,webinar,B2C,referral,0.1,843984.33,399.0,-398.37,790694.83,4.0,November,0.0015789473684210526
re-contextualized 3rdgeneration moderator,2023-01-15,2024-07-07,85490.69,0.33,podcast,B2C,referral,0.59,180847.3,539.0,-538.67,95356.60999999999,1.0,January,0.0006122448979591838
operative heuristic middleware,2023-05-27,2023-08-28,95518.8,0.31,webinar,B2C,referral,0.46,396609.72,93.0,-92.69,301090.92,2.0,May,0.003333333333333333
seamless didactic algorithm,2022-09-06,2024-04-07,20179.61,0.31,webinar,B2B,promotion,0.46,327538.8,579.0,-578.69,307359.19,3.0,September,0.0005354058721934369
multi-layered neutral productivity,2023-04-14,2024-03-17,15550.45,0.7,webinar,B2C,paid,0.23,860685.98,338.0,-337.3,845135.53,2.0,April,0.0020710059171597634
enhanced systematic conglomeration,2023-06-06,2024-06-03,26004.11,0.82,email,B2B,organic,0.88,418291.72,363.0,-362.18,392287.61,2.0,June,0.002258953168044077
customizable mission-critical projection,2022-09-05,2023-11-05,66562.1,0.6,email,B2B,promotion,0.6,762382.2,426.0,-425.4,695820.1,3.0,September,0.001408450704225352
future-proofed dynamic internet solution,2022-10-08,2023-10-20,8494.12,0.8,podcast,B2C,paid,0.93,208871.22,377.0,-376.2,200377.1,4.0,October,0.0021220159151193636
realigned homogeneous support,2022-10-13,2024-03-03,24132.55,0.99,social media,B2C,paid,0.65,33543.21,507.0,-506.01,9410.66,4.0,October,0.0019526627218934911
enterprise-wide non-volatile projection,2023-03-05,2024-04-18,99324.9,0.63,email,B2B,organic,0.85,513550.65,410.0,-409.37,414225.75,1.0,March,0.0015365853658536586
up-sized next generation portal,2022-11-14,2024-06-23,5702.93,0.34,social media,B2C,organic,0.88,951820.67,587.0,-586.66,946117.74,4.0,November,0.0005792163543441227
stand-alone modular internet solution,2023-05-05,2023-08-17,11068.74,0.13,podcast,B2C,promotion,0.86,747080.9,104.0,-103.87,736012.16,2.0,May,0.00125
stand-alone composite matrix,2022-11-10,2023-12-19,47307.68,0.78,podcast,B2B,referral,0.85,777464.6,404.0,-403.22,730156.9199999999,4.0,November,0.0019306930693069307
